class,kind,selector,address,size,basic_blocks,symbol
WCLGGroupMemberPicker,-,labels,0x30cc80,104,6,method.WCLGGroupMemberPicker.labels
WCLGGroupMemberPicker,-,setLabels:,0x30cce8,148,6,method.WCLGGroupMemberPicker.setLabels:
WCLGGroupMemberPicker,-,chatroomRows,0x30cd7c,104,6,method.WCLGGroupMemberPicker.chatroomRows
WCLGGroupMemberPicker,-,setChatroomRows:,0x30cde4,152,6,method.WCLGGroupMemberPicker.setChatroomRows:
WCLGGroupMemberPicker,-,contactsLoaded,0x30ce7c,108,6,method.WCLGGroupMemberPicker.contactsLoaded
WCLGGroupMemberPicker,-,setContactsLoaded:,0x30cee8,104,6,method.WCLGGroupMemberPicker.setContactsLoaded:
WCLGGroupMemberPicker,-,labelsLoaded,0x30cf50,108,6,method.WCLGGroupMemberPicker.labelsLoaded
WCLGGroupMemberPicker,-,setLabelsLoaded:,0x30cfbc,112,6,method.WCLGGroupMemberPicker.setLabelsLoaded:
WCLGGroupMemberPicker,-,chatroomsLoaded,0x30d02c,112,6,method.WCLGGroupMemberPicker.chatroomsLoaded
WCLGGroupMemberPicker,-,setChatroomsLoaded:,0x30d09c,96,6,method.WCLGGroupMemberPicker.setChatroomsLoaded:
WCLGGroupMemberPicker,-,singleSelect,0x30d0fc,104,6,method.WCLGGroupMemberPicker.singleSelect
WCLGGroupMemberPicker,-,setSingleSelect:,0x30d164,100,6,method.WCLGGroupMemberPicker.setSingleSelect:
WCLGGroupMemberPicker,-,onPick,0x30d1c8,104,6,method.WCLGGroupMemberPicker.onPick
WCLGGroupMemberPicker,-,setOnPick:,0x30d230,152,6,method.WCLGGroupMemberPicker.setOnPick:
WCLGGroupMemberPicker,-,excluded,0x30d2c8,104,6,method.WCLGGroupMemberPicker.excluded
WCLGGroupMemberPicker,-,setExcluded:,0x30d330,160,6,method.WCLGGroupMemberPicker.setExcluded:
WCLGGroupMemberPicker,-,mode,0x30d3d0,104,6,method.WCLGGroupMemberPicker.mode
WCLGGroupMemberPicker,-,setMode:,0x30d438,108,6,method.WCLGGroupMemberPicker.setMode:
WCLGGroupMemberPicker,-,segmented,0x30d4a4,104,6,method.WCLGGroupMemberPicker.segmented
WCLGGroupMemberPicker,-,setSegmented:,0x30d50c,148,6,method.WCLGGroupMemberPicker.setSegmented:
WCLGGroupMemberPicker,-,tableView,0x30d5a0,108,6,method.WCLGGroupMemberPicker.tableView
WCLGGroupMemberPicker,-,setTableView:,0x30d60c,152,6,method.WCLGGroupMemberPicker.setTableView:
WCLGGroupMemberPicker,-,searchBar,0x30d6a4,104,6,method.WCLGGroupMemberPicker.searchBar
WCLGGroupMemberPicker,-,setSearchBar:,0x30d70c,148,6,method.WCLGGroupMemberPicker.setSearchBar:
WCLGGroupMemberPicker,-,searchText,0x30d7a0,104,6,method.WCLGGroupMemberPicker.searchText
WCLGGroupMemberPicker,-,setSearchText:,0x30d808,100,6,method.WCLGGroupMemberPicker.setSearchText:
WCLGGroupMemberPicker,-,tableView:numberOfRowsInSection:,0x468b00,0,0,
WCLGGroupMemberPicker,-,tableView:cellForRowAtIndexPath:,0x468b0c,0,0,
WCLGFriendCapsuleButton,+,wclgCapsuleConfiguration,0x3130c0,648,6,method.class.WCLGFriendCapsuleButton.wclgCapsuleConfiguration
WCLGFriendCapsuleButton,-,initWithFrame:,0x313348,1436,6,method.WCLGFriendCapsuleButton.initWithFrame:
WCLGFriendCapsuleButton,-,didMoveToWindow,0x313b00,212,7,method.WCLGFriendCapsuleButton.didMoveToWindow
WCLGFriendCapsuleButton,-,configureUsername:unread:,0x313be8,1112,3,method.WCLGFriendCapsuleButton.configureUsername:unread:
WCLGFriendCapsuleButton,-,setUnreadCount:,0x3141c4,836,11,method.WCLGFriendCapsuleButton.setUnreadCount:
WCLGFriendCapsuleButton,-,layoutSubviews,0x314508,1948,3,method.WCLGFriendCapsuleButton.layoutSubviews
WCLGFriendCapsuleButton,-,setHighlighted:,0x314ca4,240,4,method.WCLGFriendCapsuleButton.setHighlighted:
WCLGFriendCapsuleButton,-,wclgHandleTap,0x314f18,280,4,method.WCLGFriendCapsuleButton.wclgHandleTap
WCLGFriendCapsuleButton,-,wclgHandleLongPress:,0x315030,304,5,method.WCLGFriendCapsuleButton.wclgHandleLongPress:
WCLGFriendCapsuleButton,-,username,0x315160,16,1,method.WCLGFriendCapsuleButton.username
WCLGFriendCapsuleButton,-,setUsername:,0x315170,12,1,method.WCLGFriendCapsuleButton.setUsername:
WCLGFriendCapsuleButton,-,avatarView,0x31517c,16,1,method.WCLGFriendCapsuleButton.avatarView
WCLGFriendCapsuleButton,-,setAvatarView:,0x31518c,20,1,method.WCLGFriendCapsuleButton.setAvatarView:
WCLGFriendCapsuleButton,-,nameLabel,0x3151a0,16,1,method.WCLGFriendCapsuleButton.nameLabel
WCLGFriendCapsuleButton,-,setNameLabel:,0x3151b0,20,1,method.WCLGFriendCapsuleButton.setNameLabel:
WCLGFriendCapsuleButton,-,badgeLabel,0x3151c4,16,1,method.WCLGFriendCapsuleButton.badgeLabel
WCLGFriendCapsuleButton,-,setBadgeLabel:,0x3151d4,20,1,method.WCLGFriendCapsuleButton.setBadgeLabel:
WCLGFriendCapsuleButton,-,fallbackGlassView,0x3151e8,16,1,method.WCLGFriendCapsuleButton.fallbackGlassView
WCLGFriendCapsuleButton,-,setFallbackGlassView:,0x3151f8,20,1,method.WCLGFriendCapsuleButton.setFallbackGlassView:
WCLGFriendCapsuleButton,-,colorTintView,0x31520c,16,1,method.WCLGFriendCapsuleButton.colorTintView
WCLGFriendCapsuleButton,-,setColorTintView:,0x31521c,20,1,method.WCLGFriendCapsuleButton.setColorTintView:
WCLGFriendCapsuleButton,-,onTap,0x315230,16,1,method.WCLGFriendCapsuleButton.onTap
WCLGFriendCapsuleButton,-,setOnTap:,0x315240,12,1,method.WCLGFriendCapsuleButton.setOnTap:
WCLGFriendCapsuleButton,-,onLongPress,0x31524c,16,1,method.WCLGFriendCapsuleButton.onLongPress
WCLGFriendCapsuleButton,-,setOnLongPress:,0x31525c,12,1,method.WCLGFriendCapsuleButton.setOnLongPress:
WCLGHomeCapsulePinnedController,-,refresh,0x315320,4,1,method.WCLGHomeCapsulePinnedController.refresh
WCLGHomeCapsulePinnedController,-,presentActionsForUser:,0x315324,2420,12,method.WCLGHomeCapsulePinnedController.presentActionsForUser:
WCLGHomeCapsulePinnedController,-,presentNicknameEditorForUser:,0x316600,1516,9,method.WCLGHomeCapsulePinnedController.presentNicknameEditorForUser:
WCLGHomeCapsulePinnedController,-,replaceFriend:,0x316ffc,476,6,method.WCLGHomeCapsulePinnedController.replaceFriend:
WCLGHomeCapsulePinnedController,-,replaceAvatar:,0x3175bc,252,5,method.WCLGHomeCapsulePinnedController.replaceAvatar:
WCLGHomeCapsulePinnedController,-,removeUser:,0x3176b8,248,3,method.WCLGHomeCapsulePinnedController.removeUser:
WCLGHomeCapsulePinnedController,-,imagePickerController:didFinishPickingMediaWithInfo:,0x3177b0,412,4,method.WCLGHomeCapsulePinnedController.imagePickerController:didFinishPickingMediaWithInfo:
WCLGHomeCapsulePinnedController,-,imagePickerControllerDidCancel:,0x3179d0,100,1,method.WCLGHomeCapsulePinnedController.imagePickerControllerDidCancel:
WCLGHomeCapsulePinnedController,-,pendingAvatarUser,0x317a34,8,1,method.WCLGHomeCapsulePinnedController.pendingAvatarUser
WCLGHomeCapsulePinnedController,-,setPendingAvatarUser:,0x317a3c,8,1,method.WCLGHomeCapsulePinnedController.setPendingAvatarUser:
WCLGCapsulePinnedContainerView,-,pointInside:withEvent:,0x318464,568,19,method.WCLGCapsulePinnedContainerView.pointInside:withEvent:
WCLGFuncCardChromeView,-,traitCollectionDidChange:,0x31d90c,168,3,method.WCLGFuncCardChromeView.traitCollectionDidChange:
WCLGFuncCardLongPressTarget,+,shared,0x31f9b0,48,3,method.class.WCLGFuncCardLongPressTarget.shared
WCLGFuncCardLongPressTarget,-,onLongPress:,0x31fa0c,48,3,method.WCLGFuncCardLongPressTarget.onLongPress:
WCLGFuncCardLongPressTarget,-,gestureRecognizer:shouldRecognizeSimultaneouslyWithGestureRecognizer:,0x31fa3c,8,1,method.WCLGFuncCardLongPressTarget.gestureRecognizer:shouldRecognizeSimultaneouslyWithGestureRecognizer:
WCLGFuncCardDocPickerDelegate,-,documentPicker:didPickDocumentsAtURLs:,0x322208,1472,19,method.WCLGFuncCardDocPickerDelegate.documentPicker:didPickDocumentsAtURLs:
WCLGFuncCardDocPickerDelegate,-,documentPickerWasCancelled:,0x322960,16,1,method.WCLGFuncCardDocPickerDelegate.documentPickerWasCancelled:
WCLGFuncCardDocPickerDelegate,-,onChange,0x322970,8,1,method.WCLGFuncCardDocPickerDelegate.onChange
WCLGFuncCardDocPickerDelegate,-,setOnChange:,0x322978,8,1,method.WCLGFuncCardDocPickerDelegate.setOnChange:
WCLGFuncCardDocPickerDelegate,-,retainSelf,0x322980,8,1,method.WCLGFuncCardDocPickerDelegate.retainSelf
WCLGFuncCardDocPickerDelegate,-,setRetainSelf:,0x322988,12,1,method.WCLGFuncCardDocPickerDelegate.setRetainSelf:
WCLGGroupPill,+,pillConfigurationExpanded:,0x324614,1376,38,method.class.WCLGGroupPill.pillConfigurationExpanded:
WCLGGroupPill,-,initWithFrame:,0x324b74,1264,16,method.WCLGGroupPill.initWithFrame:
WCLGGroupPill,-,applyBadgeText,0x325064,1520,53,method.WCLGGroupPill.applyBadgeText
WCLGGroupPill,-,applyMemberText,0x325654,1060,38,method.WCLGGroupPill.applyMemberText
WCLGGroupPill,-,applyVisualStateExpanded:newButton:title:,0x325a78,6792,200,method.WCLGGroupPill.applyVisualStateExpanded:newButton:title:
WCLGGroupPill,-,setPillExpanded:,0x3277b4,576,21,method.WCLGGroupPill.setPillExpanded:
WCLGGroupPill,-,configureWithTitle:memberCount:badgeCount:expanded:newButton:textColor:,0x3279f4,1356,46,method.WCLGGroupPill.configureWithTitle:memberCount:badgeCount:expanded:newButton:textColor:
WCLGGroupPill,-,refreshBadgeCount:memberCount:,0x327f40,928,38,method.WCLGGroupPill.refreshBadgeCount:memberCount:
WCLGGroupPill,-,layoutSubviews,0x3282e0,2216,65,method.WCLGGroupPill.layoutSubviews
WCLGGroupPill,-,handleTap,0x328b88,752,29,method.WCLGGroupPill.handleTap
WCLGGroupPill,-,handleLongPress:,0x328e78,608,23,method.WCLGGroupPill.handleLongPress:
WCLGGroupPill,-,displayIndex,0x3290d8,108,6,method.WCLGGroupPill.displayIndex
WCLGGroupPill,-,setDisplayIndex:,0x329144,108,6,method.WCLGGroupPill.setDisplayIndex:
WCLGGroupPill,-,onTap,0x3291b0,108,6,method.WCLGGroupPill.onTap
WCLGGroupPill,-,setOnTap:,0x32921c,152,6,method.WCLGGroupPill.setOnTap:
WCLGGroupPill,-,onLongPress,0x3292b4,108,6,method.WCLGGroupPill.onLongPress
WCLGGroupPill,-,setOnLongPress:,0x329320,152,6,method.WCLGGroupPill.setOnLongPress:
WCLGGroupPill,-,badge,0x3293b8,108,6,method.WCLGGroupPill.badge
WCLGGroupPill,-,setBadge:,0x329424,148,6,method.WCLGGroupPill.setBadge:
WCLGGroupPill,-,badgeCount,0x3294b8,108,6,method.WCLGGroupPill.badgeCount
WCLGGroupPill,-,setBadgeCount:,0x329524,108,6,method.WCLGGroupPill.setBadgeCount:
WCLGGroupPill,-,countLabel,0x329590,104,6,method.WCLGGroupPill.countLabel
WCLGGroupPill,-,setCountLabel:,0x3295f8,164,6,method.WCLGGroupPill.setCountLabel:
WCLGGroupPill,-,memberCount,0x32969c,108,6,method.WCLGGroupPill.memberCount
WCLGGroupPill,-,setMemberCount:,0x329708,100,6,method.WCLGGroupPill.setMemberCount:
WCLGGroupPill,-,wclgExpanded,0x32976c,108,6,method.WCLGGroupPill.wclgExpanded
WCLGGroupPill,-,setWclgExpanded:,0x3297d8,104,6,method.WCLGGroupPill.setWclgExpanded:
WCLGGroupPill,-,wclgNewButton,0x329840,104,6,method.WCLGGroupPill.wclgNewButton
WCLGGroupPill,-,setWclgNewButton:,0x3298a8,104,6,method.WCLGGroupPill.setWclgNewButton:
WCLGGroupPill,-,wclgTitle,0x329910,104,6,method.WCLGGroupPill.wclgTitle
WCLGGroupPill,-,setWclgTitle:,0x329978,100,6,method.WCLGGroupPill.setWclgTitle:
WCLGHomeGroupBar,+,preferredHeight,0x329aa8,192,6,method.class.WCLGHomeGroupBar.preferredHeight
WCLGHomeGroupBar,-,initWithFrame:,0x329b68,872,14,method.WCLGHomeGroupBar.initWithFrame:
WCLGHomeGroupBar,-,dealloc,0x329ed0,192,6,method.WCLGHomeGroupBar.dealloc
WCLGHomeGroupBar,-,handleGroupsChanged,0x329f90,132,6,method.WCLGHomeGroupBar.handleGroupsChanged
WCLGHomeGroupBar,-,reloadGroups,0x32a014,1684,24,method.WCLGHomeGroupBar.reloadGroups
WCLGHomeGroupBar,-,reloadGroupsIfNeeded,0x32b504,908,39,method.WCLGHomeGroupBar.reloadGroupsIfNeeded
WCLGHomeGroupBar,-,setSelectedDisplayIndex:animated:,0x32b890,132,6,method.WCLGHomeGroupBar.setSelectedDisplayIndex:animated:
WCLGHomeGroupBar,-,refreshBadgesWithTable:,0x32b914,2676,100,method.WCLGHomeGroupBar.refreshBadgesWithTable:
WCLGHomeGroupBar,-,layoutSubviews,0x32c388,2820,81,method.WCLGHomeGroupBar.layoutSubviews
WCLGHomeGroupBar,-,scrollSelectedPillToVisibleIfNeededAnimated:,0x32ce8c,3100,118,method.WCLGHomeGroupBar.scrollSelectedPillToVisibleIfNeededAnimated:
WCLGHomeGroupBar,-,traitCollectionDidChange:,0x32daa8,412,14,method.WCLGHomeGroupBar.traitCollectionDidChange:
WCLGHomeGroupBar,-,delegate,0x32dc44,148,6,method.WCLGHomeGroupBar.delegate
WCLGHomeGroupBar,-,setDelegate:,0x32dcd8,108,6,method.WCLGHomeGroupBar.setDelegate:
WCLGHomeGroupBar,-,pills,0x32dd44,104,6,method.WCLGHomeGroupBar.pills
WCLGHomeGroupBar,-,setPills:,0x32ddac,156,6,method.WCLGHomeGroupBar.setPills:
WCLGHomeGroupBar,-,scroll,0x32de48,108,6,method.WCLGHomeGroupBar.scroll
WCLGHomeGroupBar,-,setScroll:,0x32deb4,164,6,method.WCLGHomeGroupBar.setScroll:
WCLGHomeGroupBar,-,lastScrolledExpandedIndex,0x32df58,108,6,method.WCLGHomeGroupBar.lastScrolledExpandedIndex
WCLGHomeGroupBar,-,setLastScrolledExpandedIndex:,0x32dfc4,100,6,method.WCLGHomeGroupBar.setLastScrolledExpandedIndex:
WCLGHomeGroupBar,-,wclgStructureToken,0x32e028,108,6,method.WCLGHomeGroupBar.wclgStructureToken
WCLGHomeGroupBar,-,setWclgStructureToken:,0x32e094,100,6,method.WCLGHomeGroupBar.setWclgStructureToken:
WCLGHGFullscreenDrawer,-,initWithController:fromLeft:anchorY:,0x3339e0,1048,6,method.WCLGHGFullscreenDrawer.initWithController:fromLeft:anchorY:
WCLGHGFullscreenDrawer,-,buildPillsWithFontSize:,0x333df8,5056,53,method.WCLGHGFullscreenDrawer.buildPillsWithFontSize:
WCLGHGFullscreenDrawer,-,handleBackdrop,0x3354b0,16,1,method.WCLGHGFullscreenDrawer.handleBackdrop
WCLGHGFullscreenDrawer,-,handlePill:,0x3354c0,120,1,method.WCLGHGFullscreenDrawer.handlePill:
WCLGHGFullscreenDrawer,-,pillIndexAtWindowPoint:,0x335538,432,8,method.WCLGHGFullscreenDrawer.pillIndexAtWindowPoint:
WCLGHGFullscreenDrawer,-,setHighlightedIndex:,0x3356e8,312,6,method.WCLGHGFullscreenDrawer.setHighlightedIndex:
WCLGHGFullscreenDrawer,-,commitSelection:,0x33599c,208,4,method.WCLGHGFullscreenDrawer.commitSelection:
WCLGHGFullscreenDrawer,-,presentInWindow:,0x335a6c,1576,23,method.WCLGHGFullscreenDrawer.presentInWindow:
WCLGHGFullscreenDrawer,-,dismissAnimated:,0x336180,448,8,method.WCLGHGFullscreenDrawer.dismissAnimated:
WCLGHGFullscreenDrawer,-,controller,0x336468,32,1,method.WCLGHGFullscreenDrawer.controller
WCLGHGFullscreenDrawer,-,setController:,0x336488,20,1,method.WCLGHGFullscreenDrawer.setController:
WCLGHGFullscreenDrawer,-,backdrop,0x33649c,16,1,method.WCLGHGFullscreenDrawer.backdrop
WCLGHGFullscreenDrawer,-,setBackdrop:,0x3364ac,20,1,method.WCLGHGFullscreenDrawer.setBackdrop:
WCLGHGFullscreenDrawer,-,column,0x3364c0,16,1,method.WCLGHGFullscreenDrawer.column
WCLGHGFullscreenDrawer,-,setColumn:,0x3364d0,20,1,method.WCLGHGFullscreenDrawer.setColumn:
WCLGHGFullscreenDrawer,-,fromLeft,0x3364e4,16,1,method.WCLGHGFullscreenDrawer.fromLeft
WCLGHGFullscreenDrawer,-,setFromLeft:,0x3364f4,16,1,method.WCLGHGFullscreenDrawer.setFromLeft:
WCLGHGFullscreenDrawer,-,columnWidth,0x336504,16,1,method.WCLGHGFullscreenDrawer.columnWidth
WCLGHGFullscreenDrawer,-,setColumnWidth:,0x336514,16,1,method.WCLGHGFullscreenDrawer.setColumnWidth:
WCLGHGFullscreenDrawer,-,anchorY,0x336524,16,1,method.WCLGHGFullscreenDrawer.anchorY
WCLGHGFullscreenDrawer,-,setAnchorY:,0x336534,16,1,method.WCLGHGFullscreenDrawer.setAnchorY:
WCLGHGFullscreenDrawer,-,pills,0x336544,16,1,method.WCLGHGFullscreenDrawer.pills
WCLGHGFullscreenDrawer,-,setPills:,0x336554,20,1,method.WCLGHGFullscreenDrawer.setPills:
WCLGHGFullscreenDrawer,-,highlightedIndex,0x336568,16,1,method.WCLGHGFullscreenDrawer.highlightedIndex
WCLGHGFullscreenDrawer,-,lockedScroll,0x336578,32,1,method.WCLGHGFullscreenDrawer.lockedScroll
WCLGHGFullscreenDrawer,-,setLockedScroll:,0x336598,20,1,method.WCLGHGFullscreenDrawer.setLockedScroll:
WCLGHGFullscreenDrawer,-,hapticGenerator,0x3365ac,16,1,method.WCLGHGFullscreenDrawer.hapticGenerator
WCLGHGFullscreenDrawer,-,setHapticGenerator:,0x3365bc,20,1,method.WCLGHGFullscreenDrawer.setHapticGenerator:
WCLGHGFullscreenGestureTarget,+,shared,0x336658,116,3,method.class.WCLGHGFullscreenGestureTarget.shared
WCLGHGFullscreenGestureTarget,-,handleEdgePan:,0x3366f4,592,20,method.WCLGHGFullscreenGestureTarget.handleEdgePan:
WCLGHGFullscreenGestureTarget,-,gestureRecognizer:shouldReceiveTouch:,0x336a18,72,1,method.WCLGHGFullscreenGestureTarget.gestureRecognizer:shouldReceiveTouch:
WCLGHGFullscreenGestureTarget,-,gestureRecognizer:shouldRecognizeSimultaneouslyWithGestureRecognizer:,0x336a60,8,1,method.WCLGHGFullscreenGestureTarget.gestureRecognizer:shouldRecognizeSimultaneouslyWithGestureRecognizer:
WCLGHGPassthroughView,-,hitTest:withEvent:,0x337404,104,1,method.WCLGHGPassthroughView.hitTest:withEvent:
WCLGSessionGroup,-,init,0x346474,456,14,method.WCLGSessionGroup.init
WCLGSessionGroup,-,isAllGroup,0x34663c,692,20,method.WCLGSessionGroup.isAllGroup
WCLGSessionGroup,-,containsSessionUsername:,0x3468f0,2676,101,method.WCLGSessionGroup.containsSessionUsername:
WCLGSessionGroup,-,containsSessionUsername:unreadCount:muted:showMutedUnread:,0x348844,1204,47,method.WCLGSessionGroup.containsSessionUsername:unreadCount:muted:showMutedUnread:
WCLGSessionGroup,-,dictionaryRepresentation,0x348cf8,1704,45,method.WCLGSessionGroup.dictionaryRepresentation
WCLGSessionGroup,+,groupWithDictionary:,0x3493a0,4140,141,method.class.WCLGSessionGroup.groupWithDictionary:
WCLGSessionGroup,-,groupID,0x34a3cc,100,6,method.WCLGSessionGroup.groupID
WCLGSessionGroup,-,setGroupID:,0x34a430,72,3,method.WCLGSessionGroup.setGroupID:
WCLGSessionGroup,-,title,0x34a478,100,6,method.WCLGSessionGroup.title
WCLGSessionGroup,-,setTitle:,0x34a4dc,72,3,method.WCLGSessionGroup.setTitle:
WCLGSessionGroup,-,members,0x34a524,100,6,method.WCLGSessionGroup.members
WCLGSessionGroup,-,setMembers:,0x34a588,72,3,method.WCLGSessionGroup.setMembers:
WCLGSessionGroup,-,rule,0x34a5d0,100,6,method.WCLGSessionGroup.rule
WCLGSessionGroup,-,setRule:,0x34a634,92,6,method.WCLGSessionGroup.setRule:
WCLGHomeGroups,+,sharedManager,0x34a724,540,22,method.class.WCLGHomeGroups.sharedManager
WCLGHomeGroups,-,init,0x34a9d0,452,14,method.WCLGHomeGroups.init
WCLGHomeGroups,-,loadFromDisk,0x34ab94,3468,93,method.WCLGHomeGroups.loadFromDisk
WCLGHomeGroups,-,seedDefaultGroupsIfNeeded,0x34b920,2356,47,method.WCLGHomeGroups.seedDefaultGroupsIfNeeded
WCLGHomeGroups,-,persistGroupsLocked,0x34c254,2108,59,method.WCLGHomeGroups.persistGroupsLocked
WCLGHomeGroups,-,enabled,0x34ca90,928,20,method.WCLGHomeGroups.enabled
WCLGHomeGroups,-,setEnabled:,0x34ce30,916,20,method.WCLGHomeGroups.setEnabled:
WCLGHomeGroups,-,tgMode,0x34d1c4,920,20,method.WCLGHomeGroups.tgMode
WCLGHomeGroups,-,setTgMode:,0x34d55c,900,20,method.WCLGHomeGroups.setTgMode:
WCLGHomeGroups,-,hideGroupArrow,0x34d8e0,876,20,method.WCLGHomeGroups.hideGroupArrow
WCLGHomeGroups,-,setHideGroupArrow:,0x34dc4c,968,20,method.WCLGHomeGroups.setHideGroupArrow:
WCLGHomeGroups,-,stripPillFontSize,0x34e014,1104,26,method.WCLGHomeGroups.stripPillFontSize
WCLGHomeGroups,-,setStripPillFontSize:,0x34e464,1016,20,method.WCLGHomeGroups.setStripPillFontSize:
WCLGHomeGroups,-,stripPillWidth,0x34e85c,1200,26,method.WCLGHomeGroups.stripPillWidth
WCLGHomeGroups,-,setStripPillWidth:,0x34ed0c,1012,20,method.WCLGHomeGroups.setStripPillWidth:
WCLGHomeGroups,-,stripVerticalOffset,0x34f100,1376,28,method.WCLGHomeGroups.stripVerticalOffset
WCLGHomeGroups,-,setStripVerticalOffset:,0x34f660,1172,20,method.WCLGHomeGroups.setStripVerticalOffset:
WCLGHomeGroups,-,defaultExpandedGroupID,0x34faf4,1256,28,method.WCLGHomeGroups.defaultExpandedGroupID
WCLGHomeGroups,-,setDefaultExpandedGroupID:,0x34ffdc,1084,20,method.WCLGHomeGroups.setDefaultExpandedGroupID:
WCLGHomeGroups,-,unreadGroupShowMuted,0x350418,1036,20,method.WCLGHomeGroups.unreadGroupShowMuted
WCLGHomeGroups,-,setUnreadGroupShowMuted:,0x350824,1052,20,method.WCLGHomeGroups.setUnreadGroupShowMuted:
WCLGHomeGroups,-,swipeEnabled,0x350c40,976,20,method.WCLGHomeGroups.swipeEnabled
WCLGHomeGroups,-,setSwipeEnabled:,0x351010,1016,20,method.WCLGHomeGroups.setSwipeEnabled:
WCLGHomeGroups,-,animationEnabled,0x351408,1016,20,method.WCLGHomeGroups.animationEnabled
WCLGHomeGroups,-,setAnimationEnabled:,0x351800,1052,20,method.WCLGHomeGroups.setAnimationEnabled:
WCLGHomeGroups,-,filterPinned,0x351c1c,976,20,method.WCLGHomeGroups.filterPinned
WCLGHomeGroups,-,setFilterPinned:,0x351fec,1008,20,method.WCLGHomeGroups.setFilterPinned:
WCLGHomeGroups,-,showBadge,0x3523dc,940,20,method.WCLGHomeGroups.showBadge
WCLGHomeGroups,-,setShowBadge:,0x352788,964,20,method.WCLGHomeGroups.setShowBadge:
WCLGHomeGroups,-,showUnreadBadge,0x352b4c,1000,20,method.WCLGHomeGroups.showUnreadBadge
WCLGHomeGroups,-,setShowUnreadBadge:,0x352f34,1076,20,method.WCLGHomeGroups.setShowUnreadBadge:
WCLGHomeGroups,-,groupTapHapticEnabled,0x353368,908,20,method.WCLGHomeGroups.groupTapHapticEnabled
WCLGHomeGroups,-,setGroupTapHapticEnabled:,0x3536f4,932,20,method.WCLGHomeGroups.setGroupTapHapticEnabled:
WCLGHomeGroups,-,textColorMode,0x353a98,1188,26,method.WCLGHomeGroups.textColorMode
WCLGHomeGroups,-,setTextColorMode:,0x353f3c,1028,20,method.WCLGHomeGroups.setTextColorMode:
WCLGHomeGroups,-,pillColorMode,0x354340,1180,26,method.WCLGHomeGroups.pillColorMode
WCLGHomeGroups,-,setPillColorMode:,0x3547dc,1032,20,method.WCLGHomeGroups.setPillColorMode:
WCLGHomeGroups,-,pillSelectedColorMode,0x354be4,1328,26,method.WCLGHomeGroups.pillSelectedColorMode
WCLGHomeGroups,-,setPillSelectedColorMode:,0x355114,1168,20,method.WCLGHomeGroups.setPillSelectedColorMode:
WCLGHomeGroups,-,badgeColorMode,0x3555a4,1228,26,method.WCLGHomeGroups.badgeColorMode
WCLGHomeGroups,-,setBadgeColorMode:,0x355a70,1084,20,method.WCLGHomeGroups.setBadgeColorMode:
WCLGHomeGroups,-,badgeColorDarkMode,0x355eac,1232,26,method.WCLGHomeGroups.badgeColorDarkMode
WCLGHomeGroups,-,setBadgeColorDarkMode:,0x35637c,1140,20,method.WCLGHomeGroups.setBadgeColorDarkMode:
WCLGHomeGroups,-,stripSelectedColorMode,0x3567f0,1324,26,method.WCLGHomeGroups.stripSelectedColorMode
WCLGHomeGroups,-,setStripSelectedColorMode:,0x356d1c,1180,20,method.WCLGHomeGroups.setStripSelectedColorMode:
WCLGHomeGroups,-,stripSelectedColorDarkMode,0x3571b8,1360,26,method.WCLGHomeGroups.stripSelectedColorDarkMode
WCLGHomeGroups,-,setStripSelectedColorDarkMode:,0x357708,1208,20,method.WCLGHomeGroups.setStripSelectedColorDarkMode:
WCLGHomeGroups,-,barVerticalOffset,0x357bc0,1352,28,method.WCLGHomeGroups.barVerticalOffset
WCLGHomeGroups,-,setBarVerticalOffset:,0x358108,1184,20,method.WCLGHomeGroups.setBarVerticalOffset:
WCLGHomeGroups,-,pillGap,0x3585a8,1168,28,method.WCLGHomeGroups.pillGap
WCLGHomeGroups,-,setPillGap:,0x358a38,960,20,method.WCLGHomeGroups.setPillGap:
WCLGHomeGroups,-,pillHorizontalInset,0x358df8,1380,28,method.WCLGHomeGroups.pillHorizontalInset
WCLGHomeGroups,-,setPillHorizontalInset:,0x35935c,1156,20,method.WCLGHomeGroups.setPillHorizontalInset:
WCLGHomeGroups,-,hideAllGroup,0x3597e0,884,20,method.WCLGHomeGroups.hideAllGroup
WCLGHomeGroups,-,setHideAllGroup:,0x359b54,1648,43,method.WCLGHomeGroups.setHideAllGroup:
WCLGHomeGroups,-,effectiveEnabled,0x35a1c4,556,23,method.WCLGHomeGroups.effectiveEnabled
WCLGHomeGroups,-,allGroupTitle,0x35a3f0,1076,20,method.WCLGHomeGroups.allGroupTitle
WCLGHomeGroups,-,isAllGroupTitleCustomized,0x35a824,1260,28,method.WCLGHomeGroups.isAllGroupTitleCustomized
WCLGHomeGroups,-,restoreAllGroupTitle,0x35ad10,928,20,method.WCLGHomeGroups.restoreAllGroupTitle
WCLGHomeGroups,-,allGroupIndex,0x35b0b0,1168,26,method.WCLGHomeGroups.allGroupIndex
WCLGHomeGroups,-,setAllGroupIndex:,0x35b540,1044,20,method.WCLGHomeGroups.setAllGroupIndex:
WCLGHomeGroups,-,allGroup,0x35b954,796,20,method.WCLGHomeGroups.allGroup
WCLGHomeGroups,-,customGroups,0x35bc70,168,6,method.WCLGHomeGroups.customGroups
WCLGHomeGroups,-,displayGroups,0x35bd18,592,20,method.WCLGHomeGroups.displayGroups
WCLGHomeGroups,-,groupForID:,0x35bf68,2708,94,method.WCLGHomeGroups.groupForID:
